rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate
1438.28,2021,1,2021H1,3,Dublin,Leinster,Tallaght,"Tallaght, Dublin 24",Apartment,1 to 2 bed,1.5,True,True,False
1059.25,2021,1,2021H1,3,Galway,Connacht,Galway,Galway,Apartment,1 to 2 bed,1.5,False,False,True
1151.32,2021,1,2021H1,3,Galway,Connacht,Galway City,Galway City,Apartment,1 to 2 bed,1.5,False,True,False
746.04,2021,1,2021H1,3,Galway,Connacht,Athenry,"Athenry, Galway",Apartment,1 to 2 bed,1.5,False,False,False
695.97,2021,1,2021H1,3,Galway,Connacht,Ballinasloe,"Ballinasloe, Galway",Apartment,1 to 2 bed,1.5,False,False,False
1152.73,2021,1,2021H1,3,Galway,Connacht,Barna,"Barna, Galway",Apartment,1 to 2 bed,1.5,False,False,False
1221.34,2021,1,2021H1,3,Galway,Connacht,Bohermore,"Bohermore, Galway",Apartment,1 to 2 bed,1.5,False,False,False
1055.13,2021,1,2021H1,3,Galway,Connacht,Doughiska,"Doughiska, Galway",Apartment,1 to 2 bed,1.5,False,False,False
689.62,2021,1,2021H1,3,Galway,Connacht,Gort,"Gort, Galway",Apartment,1 to 2 bed,1.5,False,False,False
786.0,2021,1,2021H1,3,Galway,Connacht,Loughrea,"Loughrea, Galway",Apartment,1 to 2 bed,1.5,False,False,False
1017.61,2021,1,2021H1,3,Galway,Connacht,Moycullen,"Moycullen, Galway",Apartment,1 to 2 bed,1.5,False,False,False
1017.52,2021,1,2021H1,3,Galway,Connacht,Oranmore,"Oranmore, Galway",Apartment,1 to 2 bed,1.5,False,False,False
1089.85,2021,1,2021H1,3,Galway,Connacht,Salthill,"Salthill, Galway",Apartment,1 to 2 bed,1.5,False,False,False
761.62,2021,1,2021H1,3,Galway,Connacht,Tuam,"Tuam, Galway",Apartment,1 to 2 bed,1.5,False,False,False
756.61,2021,1,2021H1,3,Kerry,Munster,Kerry,Kerry,Apartment,1 to 2 bed,1.5,False,False,True
900.45,2021,1,2021H1,3,Kerry,Munster,Killarney,"Killarney, Kerry",Apartment,1 to 2 bed,1.5,False,False,False
743.98,2021,1,2021H1,3,Kerry,Munster,Killorglin,"Killorglin, Kerry",Apartment,1 to 2 bed,1.5,False,False,False
529.19,2021,1,2021H1,3,Kerry,Munster,Listowel,"Listowel, Kerry",Apartment,1 to 2 bed,1.5,False,False,False
738.23,2021,1,2021H1,3,Kerry,Munster,Tralee,"Tralee, Kerry",Apartment,1 to 2 bed,1.5,False,False,False
1180.23,2021,1,2021H1,3,Kildare,Leinster,Kildare,Kildare,Apartment,1 to 2 bed,1.5,False,False,True
941.75,2021,1,2021H1,3,Kildare,Leinster,Kildare Town,Kildare Town,Apartment,1 to 2 bed,1.5,False,False,False
889.85,2021,1,2021H1,3,Kildare,Leinster,Athy,"Athy, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
1278.3,2021,1,2021H1,3,Kildare,Leinster,Celbridge,"Celbridge, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
1171.28,2021,1,2021H1,3,Kildare,Leinster,Clane,"Clane, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
1118.88,2021,1,2021H1,3,Kildare,Leinster,Kilcock,"Kilcock, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
1035.5,2021,1,2021H1,3,Kildare,Leinster,Kilcullen,"Kilcullen, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
1360.58,2021,1,2021H1,3,Kildare,Leinster,Leixlip,"Leixlip, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
1428.49,2021,1,2021H1,3,Kildare,Leinster,Maynooth,"Maynooth, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
888.53,2021,1,2021H1,3,Kildare,Leinster,Monasterevin,"Monasterevin, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
1251.39,2021,1,2021H1,3,Kildare,Leinster,Naas,"Naas, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
1053.16,2021,1,2021H1,3,Kildare,Leinster,Newbridge,"Newbridge, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
1161.09,2021,1,2021H1,3,Kildare,Leinster,Sallins,"Sallins, Kildare",Apartment,1 to 2 bed,1.5,False,False,False
802.96,2021,1,2021H1,3,Kilkenny,Leinster,Kilkenny,Kilkenny,Apartment,1 to 2 bed,1.5,False,False,True
911.75,2021,1,2021H1,3,Kilkenny,Leinster,Kilkenny City,Kilkenny City,Apartment,1 to 2 bed,1.5,False,False,False
820.7,2021,1,2021H1,3,Laois,Leinster,Laois,Laois,Apartment,1 to 2 bed,1.5,False,False,True
796.03,2021,1,2021H1,3,Laois,Leinster,Mountmellick,"Mountmellick, Laois",Apartment,1 to 2 bed,1.5,False,False,False
731.15,2021,1,2021H1,3,Laois,Leinster,Portarlington,"Portarlington, Laois",Apartment,1 to 2 bed,1.5,False,False,False
887.54,2021,1,2021H1,3,Laois,Leinster,Portlaoise,"Portlaoise, Laois",Apartment,1 to 2 bed,1.5,False,False,False
564.49,2021,1,2021H1,3,Leitrim,Connacht,Leitrim,Leitrim,Apartment,1 to 2 bed,1.5,False,False,True
585.84,2021,1,2021H1,3,Leitrim,Connacht,Carrick-On-Shannon,"Carrick-On-Shannon, Leitrim",Apartment,1 to 2 bed,1.5,False,False,False
965.81,2021,1,2021H1,3,Limerick,Munster,Limerick,Limerick,Apartment,1 to 2 bed,1.5,False,False,True
993.29,2021,1,2021H1,3,Limerick,Munster,Limerick City,Limerick City,Apartment,1 to 2 bed,1.5,False,True,False
1027.94,2021,1,2021H1,3,Limerick,Munster,Castletroy,"Castletroy, Limerick",Apartment,1 to 2 bed,1.5,False,False,False
1021.34,2021,1,2021H1,3,Limerick,Munster,Corbally,"Corbally, Limerick",Apartment,1 to 2 bed,1.5,False,False,False
912.2,2021,1,2021H1,3,Limerick,Munster,Dock Road,"Dock Road, Limerick",Apartment,1 to 2 bed,1.5,False,False,False
1031.24,2021,1,2021H1,3,Limerick,Munster,Dooradoyle,"Dooradoyle, Limerick",Apartment,1 to 2 bed,1.5,False,False,False
620.42,2021,1,2021H1,3,Limerick,Munster,Newcastle West,"Newcastle West, Limerick",Apartment,1 to 2 bed,1.5,False,False,False
639.6,2021,1,2021H1,3,Longford,Leinster,Longford,Longford,Apartment,1 to 2 bed,1.5,False,False,True
662.77,2021,1,2021H1,3,Longford,Leinster,Longford Town,Longford Town,Apartment,1 to 2 bed,1.5,False,False,False
632.24,2021,1,2021H1,3,Longford,Leinster,Ballymahon,"Ballymahon, Longford",Apartment,1 to 2 bed,1.5,False,False,False
1006.34,2021,1,2021H1,3,Louth,Leinster,Louth,Louth,Apartment,1 to 2 bed,1.5,False,False,True
878.18,2021,1,2021H1,3,Louth,Leinster,Ardee,"Ardee, Louth",Apartment,1 to 2 bed,1.5,False,False,False
1044.66,2021,1,2021H1,3,Louth,Leinster,Drogheda,"Drogheda, Louth",Apartment,1 to 2 bed,1.5,False,False,False
974.92,2021,1,2021H1,3,Louth,Leinster,Dundalk,"Dundalk, Louth",Apartment,1 to 2 bed,1.5,False,False,False
683.07,2021,1,2021H1,3,Mayo,Connacht,Mayo,Mayo,Apartment,1 to 2 bed,1.5,False,False,True
597.72,2021,1,2021H1,3,Mayo,Connacht,Ballina,"Ballina, Mayo",Apartment,1 to 2 bed,1.5,False,False,False
530.72,2021,1,2021H1,3,Mayo,Connacht,Ballinrobe,"Ballinrobe, Mayo",Apartment,1 to 2 bed,1.5,False,False,False
706.86,2021,1,2021H1,3,Mayo,Connacht,Castlebar,"Castlebar, Mayo",Apartment,1 to 2 bed,1.5,False,False,False
668.8,2021,1,2021H1,3,Clare,Munster,Claremorris,"Claremorris, Mayo",Apartment,1 to 2 bed,1.5,False,False,False
821.7,2021,1,2021H1,3,Mayo,Connacht,Westport,"Westport, Mayo",Apartment,1 to 2 bed,1.5,False,False,False
1135.26,2021,1,2021H1,3,Meath,Leinster,Meath,Meath,Apartment,1 to 2 bed,1.5,False,False,True
1307.6,2021,1,2021H1,3,Meath,Leinster,Ashbourne,"Ashbourne, Meath",Apartment,1 to 2 bed,1.5,False,False,False
1154.31,2021,1,2021H1,3,Meath,Leinster,Bettystown,"Bettystown, Meath",Apartment,1 to 2 bed,1.5,False,False,False
1305.72,2021,1,2021H1,3,Meath,Leinster,Clonee,"Clonee, Meath",Apartment,1 to 2 bed,1.5,False,False,False
1201.08,2021,1,2021H1,3,Meath,Leinster,Drogheda,"Drogheda, Meath",Apartment,1 to 2 bed,1.5,False,False,False
1346.86,2021,1,2021H1,3,Meath,Leinster,Dunboyne,"Dunboyne, Meath",Apartment,1 to 2 bed,1.5,False,False,False
1254.23,2021,1,2021H1,3,Meath,Leinster,Dunshaughlin,"Dunshaughlin, Meath",Apartment,1 to 2 bed,1.5,False,False,False
961.04,2021,1,2021H1,3,Meath,Leinster,Kells,"Kells, Meath",Apartment,1 to 2 bed,1.5,False,False,False
1047.72,2021,1,2021H1,3,Meath,Leinster,Navan,"Navan, Meath",Apartment,1 to 2 bed,1.5,False,False,False
1277.08,2021,1,2021H1,3,Meath,Leinster,Ratoath,"Ratoath, Meath",Apartment,1 to 2 bed,1.5,False,False,False
1023.87,2021,1,2021H1,3,Meath,Leinster,Trim,"Trim, Meath",Apartment,1 to 2 bed,1.5,False,False,False
624.86,2021,1,2021H1,3,Monaghan,Ulster,Monaghan,Monaghan,Apartment,1 to 2 bed,1.5,False,False,True
594.65,2021,1,2021H1,3,Monaghan,Ulster,Castleblayney,"Castleblayney, Monaghan",Apartment,1 to 2 bed,1.5,False,False,False
662.12,2021,1,2021H1,3,Monaghan,Ulster,Monaghan Town,Monaghan Town,Apartment,1 to 2 bed,1.5,False,False,False
717.41,2021,1,2021H1,3,Offaly,Leinster,Offaly,Offaly,Apartment,1 to 2 bed,1.5,False,False,True
605.07,2021,1,2021H1,3,Offaly,Leinster,Birr,"Birr, Offaly",Apartment,1 to 2 bed,1.5,False,False,False
695.51,2021,1,2021H1,3,Offaly,Leinster,Edenderry,"Edenderry, Offaly",Apartment,1 to 2 bed,1.5,False,False,False
789.92,2021,1,2021H1,3,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Apartment,1 to 2 bed,1.5,False,False,False
617.29,2021,1,2021H1,3,Roscommon,Connacht,Roscommon,Roscommon,Apartment,1 to 2 bed,1.5,False,False,True
610.01,2021,1,2021H1,3,Roscommon,Connacht,Roscommon Town,Roscommon Town,Apartment,1 to 2 bed,1.5,False,False,False
707.5,2021,1,2021H1,3,Sligo,Connacht,Sligo,Sligo,Apartment,1 to 2 bed,1.5,False,False,True
738.19,2021,1,2021H1,3,Sligo,Connacht,Sligo Town,Sligo Town,Apartment,1 to 2 bed,1.5,False,False,False
611.12,2021,1,2021H1,3,Tipperary,Munster,Tipperary,Tipperary,Apartment,1 to 2 bed,1.5,False,False,True
594.13,2021,1,2021H1,3,Tipperary,Munster,Tipperary Town,Tipperary Town,Apartment,1 to 2 bed,1.5,False,False,False
615.78,2021,1,2021H1,3,Tipperary,Munster,Cashel,"Cashel, Tipperary",Apartment,1 to 2 bed,1.5,False,False,False
619.41,2021,1,2021H1,3,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",Apartment,1 to 2 bed,1.5,False,False,False
661.22,2021,1,2021H1,3,Tipperary,Munster,Nenagh,"Nenagh, Tipperary",Apartment,1 to 2 bed,1.5,False,False,False
611.36,2021,1,2021H1,3,Tipperary,Munster,Thurles,"Thurles, Tipperary",Apartment,1 to 2 bed,1.5,False,False,False
796.43,2021,1,2021H1,3,Waterford,Munster,Waterford,Waterford,Apartment,1 to 2 bed,1.5,False,False,True
812.49,2021,1,2021H1,3,Waterford,Munster,Waterford City,Waterford City,Apartment,1 to 2 bed,1.5,False,True,False
750.46,2021,1,2021H1,3,Waterford,Munster,Dungarvan,"Dungarvan, Waterford",Apartment,1 to 2 bed,1.5,False,False,False
1032.75,2021,1,2021H1,3,Waterford,Munster,Dunmore Road,"Dunmore Road, Waterford",Apartment,1 to 2 bed,1.5,False,False,False
780.83,2021,1,2021H1,3,Waterford,Munster,Penrose Lane,"Penrose Lane, Waterford",Apartment,1 to 2 bed,1.5,False,False,False
713.94,2021,1,2021H1,3,Waterford,Munster,Tramore,"Tramore, Waterford",Apartment,1 to 2 bed,1.5,False,False,False
833.04,2021,1,2021H1,3,Westmeath,Leinster,Westmeath,Westmeath,Apartment,1 to 2 bed,1.5,False,False,True
873.81,2021,1,2021H1,3,Westmeath,Leinster,Athlone,"Athlone, Westmeath",Apartment,1 to 2 bed,1.5,False,False,False
776.83,2021,1,2021H1,3,Westmeath,Leinster,Kilbeggan,"Kilbeggan, Westmeath",Apartment,1 to 2 bed,1.5,False,False,False
730.07,2021,1,2021H1,3,Westmeath,Leinster,Moate,"Moate, Westmeath",Apartment,1 to 2 bed,1.5,False,False,False
809.65,2021,1,2021H1,3,Westmeath,Leinster,Mullingar,"Mullingar, Westmeath",Apartment,1 to 2 bed,1.5,False,False,False
718.98,2021,1,2021H1,3,Wexford,Leinster,Wexford,Wexford,Apartment,1 to 2 bed,1.5,False,False,True
669.14,2021,1,2021H1,3,Wexford,Leinster,Enniscorthy,"Enniscorthy, Wexford",Apartment,1 to 2 bed,1.5,False,False,False
826.43,2021,1,2021H1,3,Wexford,Leinster,Gorey,"Gorey, Wexford",Apartment,1 to 2 bed,1.5,False,False,False
667.4,2021,1,2021H1,3,Wexford,Leinster,New Ross,"New Ross, Wexford",Apartment,1 to 2 bed,1.5,False,False,False
1364.26,2021,1,2021H1,3,Wicklow,Leinster,Wicklow,Wicklow,Apartment,1 to 2 bed,1.5,False,False,True
1036.79,2021,1,2021H1,3,Wicklow,Leinster,Wicklow Town,Wicklow Town,Apartment,1 to 2 bed,1.5,False,False,False
932.51,2021,1,2021H1,3,Wicklow,Leinster,Arklow,"Arklow, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False
863.87,2021,1,2021H1,3,Wicklow,Leinster,Baltinglass,"Baltinglass, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False
1253.97,2021,1,2021H1,3,Wicklow,Leinster,Blessington,"Blessington, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False
1329.4,2021,1,2021H1,3,Wicklow,Leinster,Bray,"Bray, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False
1420.55,2021,1,2021H1,3,Wicklow,Leinster,Delgany,"Delgany, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False
1940.26,2021,1,2021H1,3,Wicklow,Leinster,Greystones,"Greystones, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False
643.56,2021,1,2021H1,3,Carlow,Leinster,Carlow,Carlow,Other flats,1 to 2 bed,1.5,False,False,True
484.46,2021,1,2021H1,3,Cavan,Ulster,Cavan,Cavan,Other flats,1 to 2 bed,1.5,False,False,True
468.31,2021,1,2021H1,3,Clare,Munster,Clare,Clare,Other flats,1 to 2 bed,1.5,False,False,True
420.26,2021,1,2021H1,3,Clare,Munster,Ennis,"Ennis, Clare",Other flats,1 to 2 bed,1.5,False,False,False
828.56,2021,1,2021H1,3,Cork,Munster,Cork,Cork,Other flats,1 to 2 bed,1.5,False,False,True
913.8,2021,1,2021H1,3,Cork,Munster,Cork City,Cork City,Other flats,1 to 2 bed,1.5,False,True,False
436.33,2021,1,2021H1,3,Donegal,Ulster,Donegal,Donegal,Other flats,1 to 2 bed,1.5,False,False,True
526.98,2021,1,2021H1,3,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Other flats,1 to 2 bed,1.5,False,False,False
1118.43,2021,1,2021H1,3,Dublin,Leinster,Dublin,Dublin,Other flats,1 to 2 bed,1.5,True,True,True
1298.41,2021,1,2021H1,3,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Other flats,1 to 2 bed,1.5,True,True,False
1144.4,2021,1,2021H1,3,Dublin,Leinster,Dun Laoghaire,"Dun Laoghaire, Dublin",Other flats,1 to 2 bed,1.5,True,True,False
1245.32,2021,1,2021H1,3,Dublin,Leinster,Monkstown,"Monkstown, Dublin",Other flats,1 to 2 bed,1.5,True,True,False
1153.12,2021,1,2021H1,3,Dublin,Leinster,Dublin 1,Dublin 1,Other flats,1 to 2 bed,1.5,True,True,False
1171.67,2021,1,2021H1,3,Dublin,Leinster,Summerhill,"Summerhill, Dublin 1",Other flats,1 to 2 bed,1.5,True,True,False
1356.08,2021,1,2021H1,3,Dublin,Leinster,Dublin 2,Dublin 2,Other flats,1 to 2 bed,1.5,True,True,False
1161.37,2021,1,2021H1,3,Dublin,Leinster,Dublin 3,Dublin 3,Other flats,1 to 2 bed,1.5,True,True,False
1093.4,2021,1,2021H1,3,Dublin,Leinster,Clonliffe,"Clonliffe, Dublin 3",Other flats,1 to 2 bed,1.5,True,True,False
1024.21,2021,1,2021H1,3,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Other flats,1 to 2 bed,1.5,True,True,False
1043.4,2021,1,2021H1,3,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Other flats,1 to 2 bed,1.5,True,True,False
1129.54,2021,1,2021H1,3,Dublin,Leinster,Fairview,"Fairview, Dublin 3",Other flats,1 to 2 bed,1.5,True,True,False
1150.84,2021,1,2021H1,3,Dublin,Leinster,Dublin 4,Dublin 4,Other flats,1 to 2 bed,1.5,True,True,False
1301.7,2021,1,2021H1,3,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Other flats,1 to 2 bed,1.5,True,True,False
1306.13,2021,1,2021H1,3,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",Other flats,1 to 2 bed,1.5,True,True,False
1052.01,2021,1,2021H1,3,Dublin,Leinster,Sandymount,"Sandymount, Dublin 4",Other flats,1 to 2 bed,1.5,True,True,False
1170.55,2021,1,2021H1,3,Dublin,Leinster,Dublin 6,Dublin 6,Other flats,1 to 2 bed,1.5,True,True,False
975.94,2021,1,2021H1,3,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6",Other flats,1 to 2 bed,1.5,True,True,False
1152.54,2021,1,2021H1,3,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",Other flats,1 to 2 bed,1.5,True,True,False
1176.35,2021,1,2021H1,3,Dublin,Leinster,Rathgar,"Rathgar, Dublin 6",Other flats,1 to 2 bed,1.5,True,True,False
1101.57,2021,1,2021H1,3,Dublin,Leinster,Rathmines,"Rathmines, Dublin 6",Other flats,1 to 2 bed,1.5,True,True,False
1203.52,2021,1,2021H1,3,Dublin,Leinster,Terenure,"Terenure, Dublin 6",Other flats,1 to 2 bed,1.5,True,True,False
1064.48,2021,1,2021H1,3,Dublin,Leinster,Dublin 6W,Dublin 6W,Other flats,1 to 2 bed,1.5,True,True,False
1103.3,2021,1,2021H1,3,Dublin,Leinster,Terenure,"Terenure, Dublin 6W",Other flats,1 to 2 bed,1.5,True,True,False
1111.7,2021,1,2021H1,3,Dublin,Leinster,Dublin 7,Dublin 7,Other flats,1 to 2 bed,1.5,True,True,False
1028.87,2021,1,2021H1,3,Dublin,Leinster,Cabra,"Cabra, Dublin 7",Other flats,1 to 2 bed,1.5,True,True,False
1077.27,2021,1,2021H1,3,Dublin,Leinster,North Circular Road,"North Circular Road, Dublin 7",Other flats,1 to 2 bed,1.5,True,True,False
845.25,2021,1,2021H1,3,Dublin,Leinster,Phibsboro,"Phibsboro, Dublin 7",Other flats,1 to 2 bed,1.5,True,True,False
1164.64,2021,1,2021H1,3,Dublin,Leinster,Dublin 8,Dublin 8,Other flats,1 to 2 bed,1.5,True,True,False
1061.99,2021,1,2021H1,3,Dublin,Leinster,Portobello,"Portobello, Dublin 8",Other flats,1 to 2 bed,1.5,True,True,False
1087.38,2021,1,2021H1,3,Dublin,Leinster,Rialto,"Rialto, Dublin 8",Other flats,1 to 2 bed,1.5,True,True,False
1089.2,2021,1,2021H1,3,Dublin,Leinster,South Circular Road,"South Circular Road, Dublin 8",Other flats,1 to 2 bed,1.5,True,True,False
1175.45,2021,1,2021H1,3,Dublin,Leinster,Dublin 9,Dublin 9,Other flats,1 to 2 bed,1.5,True,True,False
1160.02,2021,1,2021H1,3,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 9",Other flats,1 to 2 bed,1.5,True,True,False
984.35,2021,1,2021H1,3,Dublin,Leinster,Glasnevin,"Glasnevin, Dublin 9",Other flats,1 to 2 bed,1.5,True,True,False
1116.06,2021,1,2021H1,3,Dublin,Leinster,Dublin 11,Dublin 11,Other flats,1 to 2 bed,1.5,True,True,False
1163.75,2021,1,2021H1,3,Dublin,Leinster,Dublin 12,Dublin 12,Other flats,1 to 2 bed,1.5,True,True,False
1113.32,2021,1,2021H1,3,Dublin,Leinster,Crumlin,"Crumlin, Dublin 12",Other flats,1 to 2 bed,1.5,True,True,False
757.58,2021,1,2021H1,3,Galway,Connacht,Galway,Galway,Other flats,1 to 2 bed,1.5,False,False,True
807.33,2021,1,2021H1,3,Galway,Connacht,Galway City,Galway City,Other flats,1 to 2 bed,1.5,False,True,False
531.88,2021,1,2021H1,3,Kerry,Munster,Kerry,Kerry,Other flats,1 to 2 bed,1.5,False,False,True
521.19,2021,1,2021H1,3,Kerry,Munster,Tralee,"Tralee, Kerry",Other flats,1 to 2 bed,1.5,False,False,False
871.23,2021,1,2021H1,3,Kildare,Leinster,Kildare,Kildare,Other flats,1 to 2 bed,1.5,False,False,True
581.1,2021,1,2021H1,3,Laois,Leinster,Laois,Laois,Other flats,1 to 2 bed,1.5,False,False,True
685.39,2021,1,2021H1,3,Limerick,Munster,Limerick,Limerick,Other flats,1 to 2 bed,1.5,False,False,True
721.17,2021,1,2021H1,3,Limerick,Munster,Limerick City,Limerick City,Other flats,1 to 2 bed,1.5,False,True,False
822.9,2021,1,2021H1,3,Louth,Leinster,Louth,Louth,Other flats,1 to 2 bed,1.5,False,False,True
797.81,2021,1,2021H1,3,Louth,Leinster,Dundalk,"Dundalk, Louth",Other flats,1 to 2 bed,1.5,False,False,False
536.67,2021,1,2021H1,3,Mayo,Connacht,Mayo,Mayo,Other flats,1 to 2 bed,1.5,False,False,True
716.67,2021,1,2021H1,3,Meath,Leinster,Meath,Meath,Other flats,1 to 2 bed,1.5,False,False,True
500.97,2021,1,2021H1,3,Monaghan,Ulster,Monaghan,Monaghan,Other flats,1 to 2 bed,1.5,False,False,True
618.24,2021,1,2021H1,3,Offaly,Leinster,Offaly,Offaly,Other flats,1 to 2 bed,1.5,False,False,True
550.16,2021,1,2021H1,3,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Other flats,1 to 2 bed,1.5,False,False,False
525.3,2021,1,2021H1,3,Tipperary,Munster,Tipperary,Tipperary,Other flats,1 to 2 bed,1.5,False,False,True
633.8,2021,1,2021H1,3,Waterford,Munster,Waterford,Waterford,Other flats,1 to 2 bed,1.5,False,False,True
566.28,2021,1,2021H1,3,Westmeath,Leinster,Westmeath,Westmeath,Other flats,1 to 2 bed,1.5,False,False,True
579.55,2021,1,2021H1,3,Wexford,Leinster,Wexford,Wexford,Other flats,1 to 2 bed,1.5,False,False,True
853.44,2021,1,2021H1,3,Wicklow,Leinster,Wicklow,Wicklow,Other flats,1 to 2 bed,1.5,False,False,True
876.99,2021,1,2021H1,3,Wicklow,Leinster,Bray,"Bray, Wicklow",Other flats,1 to 2 bed,1.5,False,False,False
843.35,2021,1,2021H1,3,Carlow,Leinster,Carlow,Carlow,All property types,1 to 3 bed,2.0,False,False,True
869.62,2021,1,2021H1,3,Carlow,Leinster,Carlow Town,Carlow Town,All property types,1 to 3 bed,2.0,False,False,False
800.1,2021,1,2021H1,3,Carlow,Leinster,Tullow,"Tullow, Carlow",All property types,1 to 3 bed,2.0,False,False,False
654.43,2021,1,2021H1,3,Cavan,Ulster,Cavan,Cavan,All property types,1 to 3 bed,2.0,False,False,True
721.3,2021,1,2021H1,3,Cavan,Ulster,Cavan Town,Cavan Town,All property types,1 to 3 bed,2.0,False,False,False
581.72,2021,1,2021H1,3,Cavan,Ulster,Bailieborough,"Bailieborough, Cavan",All property types,1 to 3 bed,2.0,False,False,False
597.72,2021,1,2021H1,3,Cavan,Ulster,Ballyconnell,"Ballyconnell, Cavan",All property types,1 to 3 bed,2.0,False,False,False
604.74,2021,1,2021H1,3,Cavan,Ulster,Ballyjamesduff,"Ballyjamesduff, Cavan",All property types,1 to 3 bed,2.0,False,False,False
570.41,2021,1,2021H1,3,Cavan,Ulster,Belturbet,"Belturbet, Cavan",All property types,1 to 3 bed,2.0,False,False,False
572.03,2021,1,2021H1,3,Cavan,Ulster,Cootehill,"Cootehill, Cavan",All property types,1 to 3 bed,2.0,False,False,False
728.74,2021,1,2021H1,3,Cavan,Ulster,Kingscourt,"Kingscourt, Cavan",All property types,1 to 3 bed,2.0,False,False,False
742.04,2021,1,2021H1,3,Cavan,Ulster,Virginia,"Virginia, Cavan",All property types,1 to 3 bed,2.0,False,False,False
753.69,2021,1,2021H1,3,Clare,Munster,Clare,Clare,All property types,1 to 3 bed,2.0,False,False,True
731.74,2021,1,2021H1,3,Clare,Munster,Ennis,"Ennis, Clare",All property types,1 to 3 bed,2.0,False,False,False
870.52,2021,1,2021H1,3,Clare,Munster,Killaloe,"Killaloe, Clare",All property types,1 to 3 bed,2.0,False,False,False
566.78,2021,1,2021H1,3,Clare,Munster,Kilrush,"Kilrush, Clare",All property types,1 to 3 bed,2.0,False,False,False
815.69,2021,1,2021H1,3,Clare,Munster,Newmarket-On-Fergus,"Newmarket-On-Fergus, Clare",All property types,1 to 3 bed,2.0,False,False,False
850.67,2021,1,2021H1,3,Clare,Munster,Shannon,"Shannon, Clare",All property types,1 to 3 bed,2.0,False,False,False
827.08,2021,1,2021H1,3,Clare,Munster,Sixmilebridge,"Sixmilebridge, Clare",All property types,1 to 3 bed,2.0,False,False,False
1095.03,2021,1,2021H1,3,Cork,Munster,Cork,Cork,All property types,1 to 3 bed,2.0,False,False,True
1222.15,2021,1,2021H1,3,Cork,Munster,Cork City,Cork City,All property types,1 to 3 bed,2.0,False,True,False
1265.07,2021,1,2021H1,3,Cork,Munster,Ballincollig,"Ballincollig, Cork",All property types,1 to 3 bed,2.0,False,False,False
1343.12,2021,1,2021H1,3,Cork,Munster,Ballintemple,"Ballintemple, Cork",All property types,1 to 3 bed,2.0,False,False,False
889.03,2021,1,2021H1,3,Cork,Munster,Bandon,"Bandon, Cork",All property types,1 to 3 bed,2.0,False,False,False
690.79,2021,1,2021H1,3,Cork,Munster,Bantry,"Bantry, Cork",All property types,1 to 3 bed,2.0,False,False,False
1254.97,2021,1,2021H1,3,Cork,Munster,Bishopstown,"Bishopstown, Cork",All property types,1 to 3 bed,2.0,False,False,False
1104.14,2021,1,2021H1,3,Cork,Munster,Blackpool,"Blackpool, Cork",All property types,1 to 3 bed,2.0,False,False,False
1334.81,2021,1,2021H1,3,Cork,Munster,Blackrock,"Blackrock, Cork",All property types,1 to 3 bed,2.0,False,False,False
1141.99,2021,1,2021H1,3,Cork,Munster,Blarney,"Blarney, Cork",All property types,1 to 3 bed,2.0,False,False,False
1160.11,2021,1,2021H1,3,Cork,Munster,Carrigaline,"Carrigaline, Cork",All property types,1 to 3 bed,2.0,False,False,False
1052.57,2021,1,2021H1,3,Cork,Munster,Carrigtwohill,"Carrigtwohill, Cork",All property types,1 to 3 bed,2.0,False,False,False
875.03,2021,1,2021H1,3,Cork,Munster,Castlemartyr,"Castlemartyr, Cork",All property types,1 to 3 bed,2.0,False,False,False
780.54,2021,1,2021H1,3,Cork,Munster,Charleville,"Charleville, Cork",All property types,1 to 3 bed,2.0,False,False,False
